0,1
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,5
26,5
27,5
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,1
41,1
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,5
53,5
54,5
55,6
56,6
57,6
58,6
59,6
60,6
61,6
62,6
63,6
64,6
65,7
66,7
67,7
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,3
79,3
80,3
81,6
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,7
92,7
93,7
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,1
107,6
108,6
109,6
110,6
111,6
112,6
113,6
114,6
115,6
116,6
117,7
118,7
119,7
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,5
131,5
132,5
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,7
146,7
147,7
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,5
159,5
160,5
161,6
162,6
163,6
164,6
165,6
166,6
167,6
168,6
169,6
170,6
171,7
172,7
173,7
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,3
185,3
186,3
187,6
188,6
189,6
190,6
191,6
192,6
193,6
194,6
195,6
196,6
197,7
198,7
199,7
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,3
211,3
212,3
213,4
214,4
215,4
216,4
217,4
218,4
219,4
220,4
221,4
222,4
223,5
224,5
225,5
226,6
227,6
228,6
229,6
230,6
231,6
232,6
233,6
234,6
235,6
236,6
237,7
238,7
239,7
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,1
252,1
253,6
254,6
255,6
256,6
257,6
258,6
259,6
260,6
261,6
262,6
263,7
264,7
265,7
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,3
278,3
279,3
280,6
281,6
282,6
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,7
291,7
292,7
293,4
294,4
295,4
296,4
297,4
298,4
299,4
300,4
301,4
302,4
303,5
304,5
305,5
306,6
307,6
308,6
309,6
310,6
311,6
312,6
313,6
314,6
315,6
316,7
317,7
318,7
319,2
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,3
330,3
331,3
332,6
333,6
334,6
335,6
336,6
337,6
338,6
339,6
340,6
341,6
342,7
343,7
344,7
345,4
346,4
347,4
348,4
349,4
350,4
351,4
352,4
353,4
354,4
355,5
356,5
357,5
358,6
359,6
360,6
361,6
362,6
363,6
364,6
365,6
366,6
367,6
368,7
369,7
370,7
371,4
372,4
373,4
374,4
375,4
376,4
377,4
378,4
379,4
380,4
381,5
382,5
383,5
384,6
385,6
386,6
387,6
388,6
389,6
390,6
391,6
392,6
393,6
394,7
395,7
396,7
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,1
408,1
409,1
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,3
422,3
423,3
424,6
425,6
426,6
427,6
428,6
429,6
430,6
431,6
432,6
433,6
434,7
435,7
436,7
437,2
438,2
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,2
447,2
448,3
449,3
450,3
451,6
452,6
453,6
454,6
455,6
456,6
457,6
458,6
459,6
460,6
461,7
462,7
463,7
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,1
476,1
477,1
478,2
479,2
480,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,3
490,3
491,3
492,4
493,4
494,4
495,4
496,4
497,4
498,4
499,4
500,4
501,4
502,5
503,5
504,5
505,6
506,6
507,6
508,6
509,6
510,6
511,6
512,6
513,6
514,6
515,7
516,7
517,7
518,2
519,2
520,2
521,2
522,2
523,2
524,2
525,2
526,2
527,2
528,2
529,2
530,3
531,3
532,3
533,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,5
544,5
545,5
546,6
547,6
548,6
549,6
550,6
551,6
552,6
553,6
554,6
555,6
556,6
557,7
558,7
559,7
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,6
574,6
575,6
576,6
577,6
578,6
579,6
580,6
581,6
582,6
583,7
584,7
585,7
586,4
587,4
588,4
589,4
590,4
591,4
592,4
593,4
594,4
595,4
596,5
597,5
598,5
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,1
611,1
612,4
613,4
614,4
615,4
616,4
617,4
618,4
619,4
620,4
621,4
622,5
623,5
624,5
625,6
626,6
627,6
628,6
629,6
630,6
631,6
632,6
633,6
634,6
635,6
636,7
637,7
638,7
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,1
650,1
651,1
652,6
653,6
654,6
655,6
656,6
657,6
658,6
659,6
660,6
661,6
662,6
663,7
664,7
665,7
666,4
667,4
668,4
669,4
670,4
671,4
672,4
673,4
674,4
675,4
676,4
677,5
678,5
679,5
680,2
681,2
682,2
683,2
684,2
685,2
686,2
687,2
688,2
689,2
690,2
691,2
692,3
693,3
694,3
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,7
706,7
707,7
708,4
709,4
710,4
711,4
712,4
713,4
714,4
715,4
716,4
717,4
718,5
719,5
720,5
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,1
732,1
733,1
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,5
746,5
747,5
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,3
759,3
760,3
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,1
773,1
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,5
785,5
786,5
787,6
788,6
789,6
790,6
791,6
792,6
793,6
794,6
795,6
796,6
797,7
798,7
799,7
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,1
812,1
813,2
814,2
815,2
816,2
817,2
818,2
819,2
820,2
821,2
822,2
823,2
824,3
825,3
826,3
827,4
828,4
829,4
830,4
831,4
832,4
833,4
834,4
835,4
836,4
837,5
838,5
839,5
840,6
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,6
849,6
850,7
851,7
852,7
853,2
854,2
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,3
864,3
865,3
866,4
867,4
868,4
869,4
870,4
871,4
872,4
873,4
874,4
875,4
876,5
877,5
878,5
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,7
890,7
891,7
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,2
900,2
901,2
902,3
903,3
904,3
905,6
906,6
907,6
908,6
909,6
910,6
911,6
912,6
913,6
914,6
915,6
916,7
917,7
918,7
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,1
934,1
935,2
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,2
945,3
946,3
947,3
948,6
949,6
950,6
951,6
952,6
953,6
954,6
955,6
956,6
957,6
958,7
959,7
960,7
961,2
962,2
963,2
964,2
965,2
966,2
967,2
968,2
969,2
970,2
971,3
972,3
973,3
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,1
985,1
986,1
987,6
988,6
989,6
990,6
991,6
992,6
993,6
994,6
995,6
996,6
997,7
998,7
999,7
1000,2
1001,2
1002,2
1003,2
1004,2
1005,2
1006,2
1007,2
1008,2
1009,2
1010,3
1011,3
1012,3
1013,6
1014,6
1015,6
1016,6
1017,6
1018,6
1019,6
1020,6
1021,6
1022,6
1023,6
1024,7
1025,7
1026,7
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,1
1040,2
1041,2
1042,2
1043,2
1044,2
1045,2
1046,2
1047,2
1048,2
1049,2
1050,3
1051,3
1052,3
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,1
1064,1
1065,1
1066,2
1067,2
1068,2
1069,2
1070,2
1071,2
1072,2
1073,2
1074,2
1075,2
1076,2
1077,3
1078,3
1079,3
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,1
1093,6
1094,6
1095,6
1096,6
1097,6
1098,6
1099,6
1100,6
1101,6
1102,6
1103,7
1104,7
1105,7
1106,4
1107,4
1108,4
1109,4
1110,4
1111,4
1112,4
1113,4
1114,4
1115,4
1116,5
1117,5
1118,5
1119,6
1120,6
1121,6
1122,6
1123,6
1124,6
1125,6
1126,6
1127,6
1128,6
1129,7
1130,7
1131,7
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,2
1141,2
1142,3
1143,3
1144,3
1145,6
1146,6
1147,6
1148,6
1149,6
1150,6
1151,6
1152,6
1153,6
1154,6
1155,7
1156,7
1157,7
1158,2
1159,2
1160,2
1161,2
1162,2
1163,2
1164,2
1165,2
1166,2
1167,2
1168,2
1169,2
1170,3
1171,3
1172,3
1173,6
1174,6
1175,6
1176,6
1177,6
1178,6
1179,6
1180,6
1181,6
1182,6
1183,6
1184,7
1185,7
1186,7
1187,2
1188,2
1189,2
1190,2
1191,2
1192,2
1193,2
1194,2
1195,2
1196,2
1197,3
1198,3
1199,3
1200,6
1201,6
1202,6
1203,6
1204,6
1205,6
1206,6
1207,6
1208,6
1209,6
1210,7
1211,7
1212,7
1213,2
1214,2
1215,2
1216,2
1217,2
1218,2
1219,2
1220,2
1221,2
1222,2
1223,3
1224,3
1225,3
1226,4
1227,4
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,5
1238,5
1239,5
1240,2
1241,2
1242,2
1243,2
1244,2
1245,2
1246,2
1247,2
1248,2
1249,2
1250,3
1251,3
1252,3
1253,6
1254,6
1255,6
1256,6
1257,6
1258,6
1259,6
1260,6
1261,6
1262,6
1263,7
1264,7
1265,7
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,1
1279,6
1280,6
1281,6
1282,6
1283,6
1284,6
1285,6
1286,6
1287,6
1288,6
1289,7
1290,7
1291,7
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,1
1304,1
1305,2
1306,2
1307,2
1308,2
1309,2
1310,2
1311,2
1312,2
1313,2
1314,2
1315,3
1316,3
1317,3
1318,4
1319,4
1320,4
1321,4
1322,4
1323,4
1324,4
1325,4
1326,4
1327,4
1328,4
1329,5
1330,5
1331,5
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,1
1344,1
1345,6
1346,6
1347,6
1348,6
1349,6
1350,6
1351,6
1352,6
1353,6
1354,6
1355,6
1356,7
1357,7
1358,7
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,1
1370,1
1371,1
1372,2
1373,2
1374,2
1375,2
1376,2
1377,2
1378,2
1379,2
1380,2
1381,2
1382,3
1383,3
1384,3
1385,6
1386,6
1387,6
1388,6
1389,6
1390,6
1391,6
1392,6
1393,6
1394,6
1395,7
1396,7
1397,7
1398,4
1399,4
1400,4
1401,4
1402,4
1403,4
1404,4
1405,4
1406,4
1407,4
1408,4
1409,5
1410,5
1411,5
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,3
1423,3
1424,3
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,6
1439,6
1440,6
1441,6
1442,6
1443,6
1444,6
1445,6
1446,6
1447,6
1448,6
1449,7
1450,7
1451,7
1452,2
1453,2
1454,2
1455,2
1456,2
1457,2
1458,2
1459,2
1460,2
1461,2
1462,2
1463,3
1464,3
1465,3
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,6
1480,6
1481,6
1482,6
1483,6
1484,6
1485,6
1486,6
1487,6
1488,6
1489,6
1490,7
1491,7
1492,7
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,1
1504,1
1505,1
1506,6
1507,6
1508,6
1509,6
1510,6
1511,6
1512,6
1513,6
1514,6
1515,6
1516,7
1517,7
1518,7
1519,4
1520,4
1521,4
1522,4
1523,4
1524,4
1525,4
1526,4
1527,4
1528,4
1529,4
1530,5
1531,5
1532,5
1533,6
1534,6
1535,6
1536,6
1537,6
1538,6
1539,6
1540,6
1541,6
1542,6
1543,7
1544,7
1545,7
1546,2
1547,2
1548,2
1549,2
1550,2
1551,2
1552,2
1553,2
1554,2
1555,2
1556,3
1557,3
1558,3
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,1
1571,1
1572,6
1573,6
1574,6
1575,6
1576,6
1577,6
1578,6
1579,6
1580,6
1581,6
1582,6
1583,6
1584,7
1585,7
1586,7
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,1
1598,1
1599,1
1600,6
1601,6
1602,6
1603,6
1604,6
1605,6
1606,6
1607,6
1608,6
1609,6
1610,7
1611,7
1612,7
1613,2
1614,2
1615,2
1616,2
1617,2
1618,2
1619,2
1620,2
1621,2
1622,2
1623,3
1624,3
1625,3
1626,6
1627,6
1628,6
1629,6
1630,6
1631,6
1632,6
1633,6
1634,6
1635,6
1636,7
1637,7
1638,7
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,1
1650,1
1651,1
1652,4
1653,4
1654,4
1655,4
1656,4
1657,4
1658,4
1659,4
1660,4
1661,4
1662,5
1663,5
1664,5
1665,2
1666,2
1667,2
1668,2
1669,2
1670,2
1671,2
1672,2
1673,2
1674,2
1675,3
1676,3
1677,3
1678,4
1679,4
1680,4
1681,4
1682,4
1683,4
1684,4
1685,4
1686,4
1687,4
1688,5
1689,5
1690,5
1691,2
1692,2
1693,2
1694,2
1695,2
1696,2
1697,2
1698,2
1699,2
1700,2
1701,3
1702,3
1703,3
1704,4
1705,4
1706,4
1707,4
1708,4
1709,4
1710,4
1711,4
1712,4
1713,4
1714,5
1715,5
1716,5
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,1
1728,1
1729,1
1730,2
1731,2
1732,2
1733,2
1734,2
1735,2
1736,2
1737,2
1738,2
1739,2
1740,3
1741,3
1742,3
1743,6
1744,6
1745,6
1746,6
1747,6
1748,6
1749,6
1750,6
1751,6
1752,6
1753,7
1754,7
1755,7
1756,4
1757,4
1758,4
1759,4
1760,4
1761,4
1762,4
1763,4
1764,4
1765,4
1766,5
1767,5
1768,5
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,1
1780,1
1781,1
1782,2
1783,2
1784,2
